date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
1872-11-30,Scotland,England,0,0,Friendly,Glasgow,Scotland,False
1873-03-08,England,Scotland,4,2,Friendly,London,England,False
1874-03-07,Scotland,England,2,1,Friendly,Glasgow,Scotland,False
1875-03-06,England,Scotland,2,2,Friendly,London,England,False
1876-03-04,Scotland,England,3,0,Friendly,Glasgow,Scotland,False
1876-03-25,Scotland,Wales,4,0,Friendly,Glasgow,Scotland,False
1877-03-03,England,Scotland,1,3,Friendly,London,England,False
1877-03-05,Wales,Scotland,0,2,Friendly,Wrexham,Wales,False
1878-03-02,Scotland,England,7,2,Friendly,Glasgow,Scotland,False
1878-03-23,Scotland,Wales,9,0,Friendly,Glasgow,Scotland,False
1879-01-18,England,Wales,2,1,Friendly,London,England,False
1879-04-05,England,Scotland,5,4,Friendly,London,England,False
1879-04-07,Wales,Scotland,0,3,Friendly,Wrexham,Wales,False
1880-03-13,Scotland,England,5,4,Friendly,Glasgow,Scotland,False
1880-03-15,Wales,England,2,3,Friendly,Wrexham,Wales,False
1880-03-27,Scotland,Wales,5,1,Friendly,Glasgow,Scotland,False
1881-02-26,England,Wales,0,1,Friendly,Blackburn,England,False
1881-03-12,England,Scotland,1,6,Friendly,London,England,False
1881-03-14,Wales,Scotland,1,5,Friendly,Wrexham,Wales,False
1882-02-18,Northern Ireland,England,0,13,Friendly,Belfast,Ireland,False
1882-02-25,Wales,Northern Ireland,7,1,Friendly,Wrexham,Wales,False
1882-03-11,Scotland,England,5,1,Friendly,Glasgow,Scotland,False
1882-03-13,Wales,England,5,3,Friendly,Wrexham,Wales,False
1882-03-25,Scotland,Wales,5,0,Friendly,Glasgow,Scotland,False
1883-02-03,England,Wales,5,0,Friendly,London,England,False
1883-02-24,England,Northern Ireland,7,0,Friendly,Liverpool,England,False
1883-03-10,England,Scotland,2,3,Friendly,Sheffield,England,False
1883-03-12,Wales,Scotland,0,3,Friendly,Wrexham,Wales,False
1883-03-17,Northern Ireland,Wales,1,1,Friendly,Belfast,Ireland,False
1884-01-26,Northern Ireland,Scotland,0,5,British Championship,Belfast,Ireland,False
1884-02-09,Wales,Northern Ireland,6,0,British Championship,Wrexham,Wales,False
1884-02-23,Northern Ireland,England,1,8,British Championship,Belfast,Ireland,False
1884-03-15,Scotland,England,1,0,British Championship,Glasgow,Scotland,False
1884-03-17,Wales,England,0,4,British Championship,Wrexham,Wales,False
1884-03-29,Scotland,Wales,4,1,British Championship,Glasgow,Scotland,False
1885-02-28,England,Northern Ireland,4,0,British Championship,Manchester,England,False
1885-03-14,England,Wales,1,1,British Championship,Blackburn,England,False
1885-03-14,Scotland,Northern Ireland,8,2,British Championship,Glasgow,Scotland,False
1885-03-21,England,Scotland,1,1,British Championship,London,England,False
1885-03-23,Wales,Scotland,1,8,British Championship,Wrexham,Wales,False
1885-04-11,Northern Ireland,Wales,2,8,British Championship,Belfast,Ireland,False
1885-11-28,USA,Canada,0,1,Friendly,Newark,USA,False
1886-02-27,Wales,Northern Ireland,5,0,British Championship,Wrexham,Wales,False
1886-03-13,Northern Ireland,England,1,6,British Championship,Belfast,Ireland,False
1886-03-20,Northern Ireland,Scotland,2,7,British Championship,Belfast,Ireland,False
1886-03-27,Scotland,England,1,1,British Championship,Glasgow,Scotland,False
1886-03-29,Wales,England,1,3,British Championship,Wrexham,Wales,False
1886-04-10,Scotland,Wales,4,1,British Championship,Glasgow,Scotland,False
1886-11-25,USA,Canada,3,2,Friendly,Newark,USA,False
1887-02-05,England,Northern Ireland,7,0,British Championship,Sheffield,England,False
1887-02-19,Scotland,Northern Ireland,4,1,British Championship,Glasgow,Scotland,False
1887-02-26,England,Wales,4,0,British Championship,London,England,False
1887-03-12,Northern Ireland,Wales,4,1,British Championship,Belfast,Ireland,False
1887-03-19,England,Scotland,2,3,British Championship,Blackburn,England,False
1887-03-21,Wales,Scotland,0,2,British Championship,Wrexham,Wales,False
1888-02-04,England,Wales,5,1,British Championship,Crewe,England,False
1888-03-03,Wales,Northern Ireland,11,0,British Championship,Wrexham,Wales,False
1888-03-10,Scotland,Wales,5,1,British Championship,Edinburgh,Scotland,False
1888-03-17,Scotland,England,0,5,British Championship,Glasgow,Scotland,False
1888-03-24,Northern Ireland,Scotland,2,10,British Championship,Belfast,Ireland,False
1888-04-07,Northern Ireland,England,1,5,British Championship,Belfast,Ireland,False
1888-09-19,Scotland,Canada,4,0,Friendly,Glasgow,Scotland,False
1889-02-23,England,Wales,4,1,British Championship,Stoke-on-Trent,England,False
1889-03-02,England,Northern Ireland,6,1,British Championship,Liverpool,England,False
1889-03-09,Scotland,Northern Ireland,7,0,British Championship,Glasgow,Scotland,False
1889-04-13,England,Scotland,2,3,British Championship,London,England,False
1889-04-15,Wales,Scotland,0,0,British Championship,Wrexham,Wales,False
1889-04-27,Northern Ireland,Wales,1,3,British Championship,Belfast,Ireland,False
1890-02-08,Wales,Northern Ireland,5,2,British Championship,Shrewsbury,England,True
1890-03-15,Northern Ireland,England,1,9,British Championship,Belfast,Ireland,False
1890-03-15,Wales,England,1,3,British Championship,Wrexham,Wales,False
1890-03-22,Scotland,Wales,5,0,British Championship,Paisley,Scotland,False
1890-03-29,Northern Ireland,Scotland,1,4,British Championship,Belfast,Ireland,False
1890-04-05,Scotland,England,1,1,British Championship,Glasgow,Scotland,False
1891-02-07,Northern Ireland,Wales,7,2,British Championship,Belfast,Ireland,False
1891-03-07,England,Wales,4,1,British Championship,Sunderland,England,False
1891-03-07,England,Northern Ireland,6,1,British Championship,Wolverhampton,England,False
1891-03-21,Wales,Scotland,3,4,British Championship,Wrexham,Wales,False
1891-03-28,Scotland,Northern Ireland,2,1,British Championship,Glasgow,Scotland,False
1892-02-27,Wales,Northern Ireland,1,1,British Championship,Bangor,Wales,False
1892-03-05,Northern Ireland,England,0,2,British Championship,Belfast,Ireland,False
1892-03-05,Wales,England,0,2,British Championship,Wrexham,Wales,False
1892-03-19,Northern Ireland,Scotland,2,3,British Championship,Belfast,Ireland,False
1892-03-26,Scotland,Wales,6,1,British Championship,Edinburgh,Scotland,False
1892-04-02,Scotland,England,1,4,British Championship,Glasgow,Scotland,False
1893-02-25,England,Northern Ireland,6,1,British Championship,Birmingham,England,False
1893-03-13,England,Wales,6,0,British Championship,Stoke-on-Trent,England,False
1893-03-18,Wales,Scotland,0,8,British Championship,Wrexham,Wales,False
1893-03-25,Scotland,Northern Ireland,6,1,British Championship,Glasgow,Scotland,False
1893-04-01,England,Scotland,5,2,British Championship,Richmond,England,False
1894-02-24,Wales,Northern Ireland,4,1,British Championship,Swansea,Wales,False
1894-03-03,Northern Ireland,England,2,2,British Championship,Belfast,Ireland,False
1894-03-12,Wales,England,1,5,British Championship,Wrexham,Wales,False
1894-03-24,Scotland,Wales,5,2,British Championship,Kilmarnock,Scotland,False
1894-03-31,Northern Ireland,Scotland,1,2,British Championship,Belfast,Ireland,False
1894-04-07,Scotland,England,2,2,British Championship,Glasgow,Scotland,False
1895-03-09,England,Northern Ireland,9,0,British Championship,Derby,England,False
1895-03-16,Northern Ireland,Wales,2,2,British Championship,Belfast,Ireland,False
1895-03-18,England,Wales,1,1,British Championship,London,England,False
1895-03-23,Wales,Scotland,2,2,British Championship,Wrexham,Wales,False
1895-03-30,Scotland,Northern Ireland,3,1,British Championship,Glasgow,Scotland,False
1895-04-06,England,Scotland,3,0,British Championship,Liverpool,England,False
1896-02-29,Wales,Northern Ireland,6,1,British Championship,Wrexham,Wales,False
1896-03-07,Northern Ireland,England,0,2,British Championship,Belfast,Ireland,False
1896-03-16,Wales,England,1,9,British Championship,Cardiff,Wales,False
1896-03-21,Scotland,Wales,4,0,British Championship,Dundee,Scotland,False
1896-03-28,Northern Ireland,Scotland,3,3,British Championship,Belfast,Ireland,False
1896-04-04,Scotland,England,2,1,British Championship,Glasgow,Scotland,False
1897-02-20,England,Northern Ireland,6,0,British Championship,Nottingham,England,False
1897-03-06,Northern Ireland,Wales,4,3,British Championship,Belfast,Ireland,False
1897-03-20,Wales,Scotland,2,2,British Championship,Wrexham,Wales,False
1897-03-27,Scotland,Northern Ireland,5,1,British Championship,Glasgow,Scotland,False
1897-03-29,England,Wales,4,0,British Championship,Sheffield,England,False
1897-04-03,England,Scotland,1,2,British Championship,London,England,False
1898-02-19,Wales,Northern Ireland,0,1,British Championship,Llandudno,Wales,False
1898-03-05,Northern Ireland,England,2,3,British Championship,Belfast,Ireland,False
1898-03-19,Scotland,Wales,5,2,British Championship,Motherwell,Scotland,False
1898-03-26,Northern Ireland,Scotland,0,3,British Championship,Belfast,Ireland,False
1898-03-28,Wales,England,0,3,British Championship,Wrexham,Wales,False
1898-04-02,Scotland,England,1,3,British Championship,Glasgow,Scotland,False
1899-02-18,England,Northern Ireland,13,2,British Championship,Sunderland,England,False
1899-03-04,Northern Ireland,Wales,1,0,British Championship,Belfast,Ireland,False
1899-03-18,Wales,Scotland,0,6,British Championship,Wrexham,Wales,False
1899-03-20,England,Wales,4,0,British Championship,Bristol,England,False
1899-03-25,Scotland,Northern Ireland,9,1,British Championship,Glasgow,Scotland,False
1899-04-08,England,Scotland,2,1,British Championship,Birmingham,England,False
2000-02-03,Scotland,Wales,5,2,British Championship,Aberdeen,Scotland,False
2000-02-24,Wales,Northern Ireland,2,0,British Championship,Llandudno,Wales,False
2000-03-03,Northern Ireland,Scotland,0,3,British Championship,Belfast,Ireland,False
2000-03-17,Northern Ireland,England,0,2,British Championship,Dublin,Ireland,False
2000-03-26,Wales,England,1,1,British Championship,Cardiff,Wales,False
2000-04-07,Scotland,England,4,1,British Championship,Glasgow,Scotland,False
2001-02-23,Scotland,Northern Ireland,11,0,British Championship,Glasgow,Scotland,False
2001-03-02,Wales,Scotland,1,1,British Championship,Wrexham,Wales,False
2001-03-09,England,Northern Ireland,3,0,British Championship,Southampton,England,False
2001-03-18,England,Wales,6,0,British Championship,Newcastle,England,False
2001-03-23,Northern Ireland,Wales,0,1,British Championship,Belfast,Ireland,False
2001-03-30,England,Scotland,2,2,British Championship,London,England,False
2002-02-22,Wales,Northern Ireland,0,3,British Championship,Cardiff,Wales,False
2002-03-01,Northern Ireland,Scotland,1,5,British Championship,Belfast,Ireland,False
2002-03-03,Wales,England,0,0,British Championship,Wrexham,Wales,False
2002-03-15,Scotland,Wales,5,1,British Championship,Greenock,Scotland,False
2002-03-22,Northern Ireland,England,0,1,British Championship,Belfast,Ireland,False
2002-05-03,England,Scotland,2,2,British Championship,Birmingham,England,False
2002-07-20,Uruguay,Argentina,0,6,Friendly,Montevideo,Uruguay,False
2002-10-12,Austria,Hungary,5,0,Friendly,Vienna,Austria,False
2003-03-02,England,Wales,2,1,British Championship,Portsmouth,England,False
2003-03-09,Wales,Scotland,0,1,British Championship,Cardiff,Wales,False
2003-03-21,Scotland,Northern Ireland,0,2,British Championship,Glasgow,Scotland,False
2003-03-28,Northern Ireland,Wales,2,0,British Championship,Belfast,Ireland,False
2003-04-04,England,Scotland,1,2,British Championship,Sheffield,England,False
2003-04-05,Hungary,Czechoslovakia,2,1,Friendly,Budapest,Hungary,False
2003-09-13,Argentina,Uruguay,2,3,Friendly,Buenos Aires,Argentina,False
2003-10-11,Austria,Hungary,4,2,Friendly,Vienna,Austria,False
2004-02-29,Wales,England,2,2,British Championship,Wrexham,Wales,False
2004-03-12,Northern Ireland,England,1,3,British Championship,Belfast,Ireland,False
2004-03-12,Scotland,Wales,1,1,British Championship,Dundee,Scotland,False
2004-03-21,Wales,Northern Ireland,0,1,British Championship,Bangor,Wales,False
2004-03-26,Northern Ireland,Scotland,1,1,British Championship,Dublin,Ireland,False
2004-04-09,Scotland,England,0,1,British Championship,Glasgow,Scotland,False
2004-05-01,Belgium,France,3,3,Friendly,Brussels,Belgium,False
2004-06-02,Hungary,Austria,3,0,Friendly,Budapest,Hungary,False
2005-02-12,France,Switzerland,1,0,Friendly,Paris,France,False
2005-02-25,England,Northern Ireland,1,1,British Championship,Middlesbrough,England,False
2005-03-06,Wales,Scotland,3,1,British Championship,Wrexham,Wales,False
2005-03-18,Scotland,Northern Ireland,4,0,British Championship,Glasgow,Scotland,False
2005-03-27,England,Wales,3,1,British Championship,Liverpool,England,False
2005-04-01,England,Scotland,1,0,British Championship,London,England,False
2005-04-08,Northern Ireland,Wales,2,2,British Championship,Belfast,Ireland,False
2005-04-09,Hungary,Austria,0,0,Friendly,Budapest,Hungary,False
2005-04-30,Belgium,Netherlands,1,4,Friendly,Antwerp,Belgium,False
2005-05-07,Belgium,France,7,0,Friendly,Brussels,Belgium,False
2005-05-14,Netherlands,Belgium,4,0,Friendly,Rotterdam,Netherlands,False
2005-08-15,Argentina,Uruguay,0,0,Copa Lipton,Buenos Aires,Argentina,False
2006-02-17,Northern Ireland,England,0,5,British Championship,Belfast,Ireland,False
2006-03-03,Scotland,Wales,0,2,British Championship,Edinburgh,Scotland,False
2006-03-17,Northern Ireland,Scotland,0,1,British Championship,Dublin,Ireland,False
2006-03-19,Wales,England,0,1,British Championship,Cardiff,Wales,False
2006-04-01,Hungary,Czechoslovakia,1,1,Friendly,Budapest,Hungary,False
2006-04-02,Wales,Northern Ireland,4,4,British Championship,Wrexham,Wales,False
2006-04-07,Scotland,England,2,1,British Championship,Glasgow,Scotland,False
2006-04-22,France,Belgium,0,5,Friendly,Saint-Cloud,France,False
2006-04-29,Belgium,Netherlands,5,0,Friendly,Antwerp,Belgium,False
2006-05-13,Netherlands,Belgium,2,3,Friendly,Rotterdam,Netherlands,False
2006-08-15,Uruguay,Argentina,0,2,Copa Lipton,Montevideo,Uruguay,False
2006-10-07,Czechoslovakia,Hungary,4,4,Friendly,Prague,Bohemia,False
2006-10-21,Argentina,Uruguay,2,1,Copa Newton,Buenos Aires,Argentina,False
2006-11-04,Hungary,Austria,3,1,Friendly,Budapest,Hungary,False
2007-02-16,England,Northern Ireland,1,0,British Championship,Liverpool,England,False
2007-02-23,Northern Ireland,Wales,2,3,British Championship,Belfast,Ireland,False
2007-03-04,Wales,Scotland,1,0,British Championship,Wrexham,Wales,False
2007-03-16,Scotland,Northern Ireland,3,0,British Championship,Glasgow,Scotland,False
2007-03-18,England,Wales,1,1,British Championship,London,England,False
2007-04-06,England,Scotland,1,1,British Championship,Newcastle,England,False
2007-04-07,Hungary,Czechoslovakia,5,2,Friendly,Budapest,Hungary,False
2007-04-14,Belgium,Netherlands,1,3,Friendly,Antwerp,Belgium,False
2007-04-21,Belgium,France,1,2,Friendly,Brussels,Belgium,False
2007-05-05,Austria,Hungary,3,1,Friendly,Vienna,Austria,False
2007-05-09,Netherlands,Belgium,1,2,Friendly,Haarlem,Netherlands,False
2007-10-06,Czechoslovakia,Hungary,5,3,Friendly,Prague,Bohemia,False
2007-11-03,Hungary,Austria,4,1,Friendly,Budapest,Hungary,False
2008-02-15,Northern Ireland,England,1,3,British Championship,Belfast,Ireland,False
2008-03-07,Scotland,Wales,2,1,British Championship,Dundee,Scotland,False
2008-03-08,Switzerland,France,1,2,Friendly,Geneva,Switzerland,False
2008-03-14,Northern Ireland,Scotland,0,5,British Championship,Dublin,Ireland,False
2008-03-16,Wales,England,1,7,British Championship,Wrexham,Wales,False
2008-03-29,Belgium,Netherlands,1,4,Friendly,Antwerp,Belgium,False
2008-04-04,Scotland,England,1,1,British Championship,Glasgow,Scotland,False
2008-04-05,Hungary,Czechoslovakia,5,2,Friendly,Budapest,Hungary,False
2008-04-05,Switzerland,Germany,5,3,Friendly,Basel,Switzerland,False
2008-04-11,Wales,Northern Ireland,0,1,British Championship,Aberdare,Wales,False
2008-04-12,France,Belgium,1,2,Friendly,Colombes,France,False
2008-04-26,Netherlands,Belgium,3,1,Friendly,Rotterdam,Netherlands,False
2008-05-03,Austria,Hungary,4,0,Friendly,Vienna,Austria,False
2008-05-10,Netherlands,France,4,1,Friendly,Rotterdam,Netherlands,False
2008-06-06,Austria,England,1,6,Friendly,Vienna,Austria,False
2008-06-07,Austria,Germany,3,2,Friendly,Vienna,Austria,False
2008-06-08,Austria,England,1,11,Friendly,Vienna,Austria,False
2008-06-10,Hungary,England,0,7,Friendly,Budapest,Hungary,False
2008-06-13,Czechoslovakia,England,0,4,Friendly,Prague,Bohemia,False
2008-07-12,Sweden,Norway,11,3,Friendly,Gothenburg,Sweden,False
2008-08-15,Uruguay,Argentina,2,2,Copa Lipton,Montevideo,Uruguay,False
2008-09-13,Argentina,Uruguay,2,1,Copa Newton,Buenos Aires,Argentina,False
2008-10-04,Argentina,Uruguay,0,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,False
2008-10-25,Netherlands,Sweden,5,3,Friendly,The Hague,Netherlands,False
2008-10-26,Belgium,Sweden,2,1,Friendly,Brussels,Belgium,False
2008-11-01,Hungary,Austria,5,3,Friendly,Budapest,Hungary,False
2009-02-13,England,Northern Ireland,4,0,British Championship,Bradford,England,False
2009-03-01,Wales,Scotland,3,2,British Championship,Wrexham,Wales,False
2009-03-15,England,Wales,2,0,British Championship,Nottingham,England,False
2009-03-15,Scotland,Northern Ireland,5,0,British Championship,Glasgow,Scotland,False
2009-03-20,Northern Ireland,Wales,2,3,British Championship,Belfast,Ireland,False
2009-03-21,Belgium,Netherlands,1,4,Friendly,Antwerp,Belgium,False
2009-04-03,England,Scotland,2,0,British Championship,London,England,False
2009-04-04,Germany,Switzerland,1,0,Friendly,Karlsruhe,Germany,False
2009-04-04,Hungary,Germany,3,3,Friendly,Budapest,Hungary,False
2009-04-25,Netherlands,Belgium,4,1,Friendly,Rotterdam,Netherlands,False
2009-05-02,Austria,Hungary,3,4,Friendly,Vienna,Austria,False
2009-05-09,Belgium,France,5,2,Friendly,Brussels,Belgium,False
2009-05-29,Hungary,England,2,4,Friendly,Budapest,Hungary,False
2009-05-30,Hungary,Austria,1,1,Friendly,Budapest,Hungary,False
2009-05-31,Hungary,England,2,8,Friendly,Budapest,Hungary,False
2009-06-01,Austria,England,1,8,Friendly,Vienna,Austria,False
2009-08-15,Argentina,Uruguay,2,1,Copa Lipton,Buenos Aires,Argentina,False
2009-09-19,Uruguay,Argentina,2,2,Copa Newton,Montevideo,Uruguay,False
2009-10-10,Argentina,Uruguay,3,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,False
2010-02-12,Northern Ireland,England,1,1,British Championship,Belfast,Ireland,False
2010-03-05,Scotland,Wales,1,0,British Championship,Kilmarnock,Scotland,False
2010-03-13,Belgium,Netherlands,3,2,Friendly,Antwerp,Belgium,False
2010-03-14,Wales,England,0,1,British Championship,Cardiff,Wales,False
2010-03-19,Northern Ireland,Scotland,1,0,British Championship,Belfast,Ireland,False
2010-04-02,Scotland,England,2,0,British Championship,Glasgow,Scotland,False
2010-04-03,France,Belgium,0,4,Friendly,Gentilly,France,False
2010-04-03,Switzerland,Germany,2,3,Friendly,Basel,Switzerland,False
2010-04-10,Netherlands,Belgium,7,0,Friendly,Haarlem,Netherlands,False
2010-04-11,Wales,Northern Ireland,4,1,British Championship,Wrexham,Wales,False
2010-04-24,Netherlands,Germany,4,2,Friendly,Arnhem,Netherlands,False
2010-05-01,Austria,Hungary,2,1,Friendly,Vienna,Austria,False
2010-05-15,Italy,France,6,2,Friendly,Milan,Italy,False
2010-05-16,Germany,Belgium,0,3,Friendly,Duisburg,Germany,False
2010-05-26,Hungary,Italy,6,1,Friendly,Budapest,Hungary,False
2010-05-27,Argentina,Chile,3,1,Friendly,Buenos Aires,Argentina,False
2010-05-29,Chile,Uruguay,0,3,Friendly,Buenos Aires,Argentina,True
2010-06-05,Argentina,Chile,5,1,Friendly,Buenos Aires,Argentina,False
2010-06-12,Argentina,Uruguay,4,1,Friendly,Buenos Aires,Argentina,False
2010-08-15,Uruguay,Argentina,3,1,Copa Lipton,Montevideo,Uruguay,False
2010-09-11,Chile,Argentina,0,3,Friendly,Viña del Mar,Chile,False
2010-09-11,Norway,Sweden,0,4,Friendly,Kristiania,Norway,False
2010-10-16,Germany,Netherlands,1,2,Friendly,Kleve,Germany,False
2010-11-06,Hungary,Austria,3,0,Friendly,Budapest,Hungary,False
2010-11-13,Argentina,Uruguay,1,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,False
2010-11-27,Argentina,Uruguay,2,6,Copa Premio Honor Argentino,Buenos Aires,Argentina,False
2011-01-01,France,Hungary,0,3,Friendly,Maisons-Alfort,France,False
2011-01-06,Italy,Hungary,0,1,Friendly,Milan,Italy,False
2011-01-08,Switzerland,Hungary,2,0,Friendly,Zürich,Switzerland,False
2011-01-28,Northern Ireland,Wales,1,2,British Championship,Belfast,Ireland,False
2011-02-11,England,Northern Ireland,2,1,British Championship,Derby,England,False
2011-03-06,Wales,Scotland,2,2,British Championship,Cardiff,Wales,False
2011-03-13,England,Wales,3,0,British Championship,London,England,False
2011-03-18,Scotland,Northern Ireland,2,0,British Championship,Glasgow,Scotland,False
2011-03-19,Belgium,Netherlands,1,5,Friendly,Antwerp,Belgium,False
2011-03-26,Germany,Switzerland,6,2,Friendly,Stuttgart,Germany,False
2011-04-01,England,Scotland,1,1,British Championship,Liverpool,England,False
2011-04-02,Netherlands,Belgium,3,1,Friendly,Dordrecht,Netherlands,False
2011-04-09,France,Italy,2,2,Friendly,Saint-Ouen,France,False
2011-04-23,Belgium,Germany,2,1,Friendly,Liège,Belgium,False
2011-04-23,Switzerland,France,5,2,Friendly,Geneva,Switzerland,False
2011-04-30,Belgium,France,7,1,Friendly,Uccle,Belgium,False
2011-05-07,Austria,Hungary,3,1,Friendly,Vienna,Austria,False
2011-05-07,Italy,Switzerland,2,2,Friendly,Milan,Italy,False
2011-05-21,Switzerland,Italy,3,0,Friendly,La Chaux-de-Fonds,Switzerland,False
2011-06-18,Sweden,Germany,2,4,Friendly,Solna,Sweden,False
2011-08-15,Argentina,Uruguay,0,2,Copa Lipton,Buenos Aires,Argentina,False
2011-09-17,Sweden,Norway,4,1,Friendly,Solna,Sweden,False
2011-09-17,Uruguay,Argentina,2,3,Copa Newton,Montevideo,Uruguay,False
2011-10-08,Uruguay,Argentina,1,1,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False
2011-10-09,Germany,Austria,1,2,Friendly,Dresden,Germany,False
2011-10-22,Argentina,Uruguay,2,0,Copa Premio Honor Argentino,Buenos Aires,Argentina,False
2011-10-22,Finland,Sweden,2,5,Friendly,Helsinki,Finland,False
2011-10-29,Germany,Sweden,1,3,Friendly,Hamburg,Germany,False
2011-10-29,Hungary,Switzerland,9,0,Friendly,Budapest,Hungary,False
2011-10-29,Luxembourg,France,1,4,Friendly,Luxembourg,Luxembourg,False
2011-10-29,Uruguay,Argentina,3,0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False
2011-11-05,Hungary,Austria,2,0,Friendly,Budapest,Hungary,False
2011-12-17,Germany,Hungary,1,4,Friendly,Munich,Germany,False
2012-01-28,France,Belgium,1,1,Friendly,Saint-Ouen,France,False
2012-02-10,Northern Ireland,England,1,6,British Championship,Dublin,Ireland,False
2012-02-18,France,Switzerland,4,1,Friendly,Saint-Ouen,France,False
2012-02-20,Belgium,Switzerland,9,2,Friendly,Antwerp,Belgium,False
2012-03-02,Scotland,Wales,1,0,British Championship,Edinburgh,Scotland,False
2012-03-10,Belgium,Netherlands,1,2,Friendly,Antwerp,Belgium,False
2012-03-11,Wales,England,0,2,British Championship,Wrexham,Wales,False
2012-03-16,Northern Ireland,Scotland,1,4,British Championship,Belfast,Ireland,False
2012-03-17,Italy,France,3,4,Friendly,Turin,Italy,False
2012-03-23,Scotland,England,1,1,British Championship,Glasgow,Scotland,False
2012-03-24,Netherlands,Germany,5,5,Friendly,Zwolle,Netherlands,False
2012-04-13,Wales,Northern Ireland,2,3,British Championship,Cardiff,Wales,False
2012-04-14,Hungary,Germany,4,4,Friendly,Budapest,Hungary,False
2012-04-28,Netherlands,Belgium,4,3,Friendly,Dordrecht,Netherlands,False
2012-05-05,Austria,Hungary,1,1,Friendly,Vienna,Austria,False
2012-05-05,Switzerland,Germany,1,2,Friendly,St. Gallen,Switzerland,False
2012-06-16,Norway,Sweden,1,2,Friendly,Kristiania,Norway,False
2012-06-20,Sweden,Hungary,2,2,Friendly,Gothenburg,Sweden,False
2012-06-23,Norway,Hungary,0,6,Friendly,Kristiania,Norway,False
2012-06-27,Sweden,Finland,7,1,Friendly,Solna,Sweden,False
2012-07-03,Norway,Russia,2,1,Friendly,Stockholm,Sweden,True
2012-07-12,Russia,Hungary,0,9,Friendly,Moscow,Russia,False
2012-07-14,Russia,Hungary,0,12,Friendly,Moscow,Russia,False
2012-08-15,Uruguay,Argentina,2,0,Copa Lipton,Montevideo,Uruguay,False
2012-08-25,Uruguay,Argentina,3,0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False
2012-09-22,Argentina,Uruguay,0,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,False
2012-10-06,Argentina,Uruguay,3,3,Copa Newton,Avellaneda,Argentina,False
2012-10-06,Denmark,Germany,3,1,Friendly,Copenhagen,Denmark,False
2012-11-03,Hungary,Austria,4,0,Friendly,Budapest,Hungary,False
2012-11-03,Sweden,Norway,4,2,Friendly,Gothenburg,Sweden,False
2012-11-17,Germany,Netherlands,2,3,Friendly,Leipzig,Germany,False
2012-12-01,Uruguay,Argentina,1,3,Friendly,Montevideo,Uruguay,False
2012-12-22,Italy,Austria,1,3,Friendly,Genoa,Italy,False
2013-01-12,France,Italy,1,0,Friendly,Saint-Ouen,France,False
2013-01-18,Northern Ireland,Wales,0,1,British Championship,Belfast,Ireland,False
2013-02-15,Northern Ireland,England,2,1,British Championship,Belfast,Ireland,False
2013-02-16,Belgium,France,3,0,Friendly,Brussels,Belgium,False
2013-03-03,Wales,Scotland,0,0,British Championship,Wrexham,Wales,False
2013-03-09,Belgium,Netherlands,3,3,Friendly,Antwerp,Belgium,False
2013-03-09,Switzerland,France,1,4,Friendly,Geneva,Switzerland,False
2013-03-15,Northern Ireland,Scotland,1,2,British Championship,Dublin,Ireland,False
2013-03-17,England,Wales,4,3,British Championship,Bristol,England,False
2013-04-05,England,Scotland,1,0,British Championship,London,England,False
2013-04-20,France,Luxembourg,8,0,Friendly,Saint-Ouen,France,False
2013-04-20,Netherlands,Belgium,2,4,Friendly,Zwolle,Netherlands,False
2013-04-27,Austria,Hungary,1,4,Friendly,Vienna,Austria,False
2013-05-01,Italy,Belgium,1,0,Friendly,Turin,Italy,False
2013-05-04,Russia,Sweden,1,4,Friendly,Moscow,Russia,False
2013-05-04,Switzerland,Belgium,1,2,Friendly,Basel,Switzerland,False
2013-05-18,Germany,Switzerland,1,2,Friendly,Freiburg,Germany,False
2013-05-18,Hungary,Sweden,2,0,Friendly,Budapest,Hungary,False
2013-05-25,Denmark,Sweden,8,0,Friendly,Copenhagen,Denmark,False
2013-06-08,Sweden,Norway,9,0,Friendly,Stockholm,Sweden,False
2013-06-15,Argentina,Uruguay,1,1,Friendly,Avellaneda,Argentina,False
2013-06-15,Austria,Italy,2,0,Friendly,Vienna,Austria,False
2013-07-09,Argentina,Uruguay,2,1,Friendly,Avellaneda,Argentina,False
2013-08-15,Argentina,Uruguay,4,0,Copa Lipton,Avellaneda,Argentina,False
2013-08-31,Argentina,Uruguay,2,0,Copa Premio Honor Argentino,Buenos Aires,Argentina,False
2013-09-14,Russia,Norway,1,1,Friendly,Moscow,Russia,False
2013-09-21,Chile,Argentina,0,2,Friendly,Viña del Mar,Chile,False
2013-10-05,Sweden,Denmark,0,10,Friendly,Stockholm,Sweden,False
2013-10-05,Uruguay,Argentina,1,0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False
2013-10-26,Germany,Denmark,1,4,Friendly,Hamburg,Germany,False
2013-10-26,Hungary,Austria,4,3,Friendly,Budapest,Hungary,False
